postcode,suburb,state,dc,type
4498,KIOMA,QLD,TOOBEAH-CMA,Delivery Area                                
4498,TOOBEAH,QLD,TOOBEAH-CMA,Delivery Area                                
4500,BRAY PARK,QLD,BRENDALE DC,Delivery Area                                
4500,BRENDALE,QLD,BRENDALE DC,Delivery Area                                
4500,CASHMERE,QLD,BRENDALE DC,Delivery Area                                
4500,CLEAR MOUNTAIN,QLD,BRENDALE DC,Delivery Area                                
4500,JOYNER,QLD,BRENDALE DC,Delivery Area                                
4500,STRATHPINE,QLD,BRENDALE DC,Delivery Area                                
4500,STRATHPINE CENTRE,QLD,BRENDALE DC,Delivery Area                                
4500,WARNER,QLD,BRENDALE DC,Delivery Area                                
4501,LAWNTON,QLD,BRENDALE DC,Delivery Area                                
4502,PETRIE,QLD,BRENDALE DC,Delivery Area                                
4503,DAKABIN,QLD,BRENDALE DC,Delivery Area                                
4503,GRIFFIN,QLD,BRENDALE DC,Delivery Area                                
4503,KALLANGUR,QLD,BRENDALE DC,Delivery Area                                
4503,KURWONGBAH,QLD,BRENDALE DC,Delivery Area                                
4503,MURRUMBA DOWNS,QLD,BRENDALE DC,Delivery Area                                
4503,WHITESIDE,QLD,BRENDALE DC,Delivery Area                                
4504,NARANGBA,QLD,BURPENGARY DC,Delivery Area                                
4505,BURPENGARY,QLD,BURPENGARY DC,Delivery Area                                
4506,MOORINA,QLD,BURPENGARY DC,Delivery Area                                
4506,MORAYFIELD,QLD,BURPENGARY DC,Delivery Area                                
4507,BANKSIA BEACH,QLD,BRIBIE ISLAND,Delivery Area                                
4507,BELLARA,QLD,BRIBIE ISLAND,Delivery Area                                
4507,BONGAREE,QLD,BRIBIE ISLAND,Delivery Area                                
4507,BRIBIE ISLAND,QLD,BRIBIE ISLAND,Delivery Area                                
4507,BRIBIE ISLAND NORTH,QLD,BRIBIE ISLAND DC,Delivery Area                                
4507,WELSBY,QLD,BRIBIE ISLAND,Delivery Area                                
4507,WHITE PATCH,QLD,BRIBIE ISLAND,Delivery Area                                
4507,WOORIM,QLD,BRIBIE ISLAND,Delivery Area                                
4508,DECEPTION BAY,QLD,BURPENGARY DC,Delivery Area                                
4509,MANGO HILL,QLD,BURPENGARY DC,Delivery Area                                
4509,NORTH LAKES,QLD,BURPENGARY DC,Delivery Area                                
4510,BEACHMERE,QLD,CABOOLTURE DC,Delivery Area                                
4510,BELLMERE,QLD,CABOOLTURE DC,Delivery Area                                
4510,CABOOLTURE,QLD,CABOOLTURE,Delivery Area                                
4510,CABOOLTURE SOUTH,QLD,CABOOLTURE,Delivery Area                                
4510,DONNYBROOK,QLD,CABOOLTURE DC,Delivery Area                                
4510,MELDALE,QLD,CABOOLTURE DC,Delivery Area                                
4510,MOODLU,QLD,CABOOLTURE DC,Delivery Area                                
4510,ROCKSBERG,QLD,CABOOLTURE DC,Delivery Area                                
4510,TOORBUL,QLD,CABOOLTURE DC,Delivery Area                                
4510,UPPER CABOOLTURE,QLD,CABOOLTURE DC,Delivery Area                                
4511,GODWIN BEACH,QLD,BRIBIE ISLAND,Delivery Area                                
4511,NINGI,QLD,BRIBIE ISLAND,Delivery Area                                
4511,SANDSTONE POINT,QLD,BRIBIE ISLAND,Delivery Area                                
4512,BRACALBA,QLD,CABOOLTURE DC,Delivery Area                                
4512,WAMURAN,QLD,CABOOLTURE DC,Delivery Area                                
4512,WAMURAN BASIN,QLD,CABOOLTURE DC,Delivery Area                                
4514,BELLTHORPE,QLD,WOODFORD LPO,Delivery Area                                
4514,CEDARTON,QLD,WOODFORD LPO,Delivery Area                                
4514,COMMISSIONERS FLAT,QLD,WOODFORD LPO,Delivery Area                                
4514,D'AGUILAR,QLD,WOODFORD LPO,Delivery Area                                
4514,DELANEYS CREEK,QLD,WOODFORD LPO,Delivery Area                                
4514,MOUNT ARCHER,QLD,WOODFORD LPO,Delivery Area                                
4514,MOUNT DELANEY,QLD,WOODFORD LPO,Delivery Area                                
4514,NEURUM,QLD,WOODFORD LPO,Delivery Area                                
4514,STANMORE,QLD,WOODFORD LPO,Delivery Area                                
4514,STONY CREEK,QLD,WOODFORD LPO,Delivery Area                                
4514,VILLENEUVE,QLD,WOODFORD LPO,Delivery Area                                
4514,WOODFORD,QLD,WOODFORD LPO,Delivery Area                                
4515,GLENFERN,QLD,KILCOY - LPO,Delivery Area                                
4515,HAZELDEAN,QLD,KILCOY - LPO,Delivery Area                                
4515,JIMNA,QLD,KILCOY - LPO,Delivery Area                                
4515,KILCOY,QLD,KILCOY - LPO,Delivery Area                                
4515,KINGAHAM,QLD,KILCOY - LPO,Delivery Area                                
4515,MONSILDALE,QLD,KILCOY - LPO,Delivery Area                                
4515,MOUNT KILCOY,QLD,KILCOY - LPO,Delivery Area                                
4515,ROYSTON,QLD,KILCOY - LPO,Delivery Area                                
4515,SANDY CREEK,QLD,KILCOY - LPO,Delivery Area                                
4515,SHEEP STATION CREEK,QLD,KILCOY - LPO,Delivery Area                                
4515,WINYA,QLD,KILCOY - LPO,Delivery Area                                
4515,WOOLMAR,QLD,KILCOY - LPO,Delivery Area                                
4516,ELIMBAH,QLD,CABOOLTURE DC,Delivery Area                                
4517,BEERBURRUM,QLD,CABOOLTURE DC,Delivery Area                                
4518,GLASS HOUSE MOUNTAINS,QLD,GLASSHOUSE MOUNTAINS - LPO,Delivery Area                                
4519,BEERWAH,QLD,BEERWAH - LPO,Delivery Area                                
4519,COOCHIN CREEK,QLD,BEERWAH - LPO,Delivery Area                                
4519,CROHAMHURST,QLD,BEERWAH - LPO,Delivery Area                                
4519,PEACHESTER,QLD,BEERWAH - LPO,Delivery Area                                
4520,ARMSTRONG CREEK,QLD,FERNY HILLS DC,Delivery Area                                
4520,CAMP MOUNTAIN,QLD,FERNY HILLS DC,Delivery Area                                
4520,CEDAR CREEK,QLD,FERNY HILLS DC,Delivery Area                                
4520,CLOSEBURN,QLD,FERNY HILLS DC,Delivery Area                                
4520,DRAPER,QLD,FERNY HILLS DC,Delivery Area                                
4520,ENOGGERA RESERVOIR,QLD,FERNY HILLS DC,Delivery Area                                
4520,HIGHVALE,QLD,FERNY HILLS DC,Delivery Area                                
4520,JOLLYS LOOKOUT,QLD,FERNY HILLS DC,Delivery Area                                
4520,KOBBLE CREEK,QLD,FERNY HILLS DC,Delivery Area                                
4520,MOUNT GLORIOUS,QLD,FERNY HILLS DC,Delivery Area                                
4520,MOUNT NEBO,QLD,FERNY HILLS DC,Delivery Area                                
4520,MOUNT SAMSON,QLD,FERNY HILLS DC,Delivery Area                                
4520,SAMFORD,QLD,FERNY HILLS DC,Delivery Area                                
4520,SAMFORD VALLEY,QLD,FERNY HILLS DC,Delivery Area                                
4520,SAMFORD VILLAGE,QLD,FERNY HILLS DC,Delivery Area                                
4520,SAMSONVALE,QLD,FERNY HILLS DC,Delivery Area                                
4520,WIGHTS MOUNTAIN,QLD,FERNY HILLS DC,Delivery Area                                
4520,YUGAR,QLD,FERNY HILLS DC,Delivery Area                                
4521,CAMPBELLS POCKET,QLD,DAYBORO LPO,Delivery Area                                
4521,DAYBORO,QLD,BRENDALE DC,Delivery Area                                
4521,KING SCRUB,QLD,BRENDALE DC,Delivery Area                                
4521,LACEYS CREEK,QLD,BRENDALE DC,Delivery Area                                
4521,MOUNT MEE,QLD,BRENDALE DC,Delivery Area                                
4521,MOUNT PLEASANT,QLD,BRENDALE DC,Delivery Area                                
4521,OCEAN VIEW,QLD,BRENDALE DC,Delivery Area                                
4521,RUSH CREEK,QLD,BRENDALE DC,Delivery Area                                
4550,LANDSBOROUGH,QLD,LANDSBOROUGH - LPO,Delivery Area                                
4550,MOUNT MELLUM,QLD,LANDSBOROUGH - LPO,Delivery Area                                
4551,AROONA,QLD,CALOUNDRA DC,Delivery Area                                
4551,BATTERY HILL,QLD,CALOUNDRA DC,Delivery Area                                
4551,BELLS CREEK,QLD,CALOUNDRA DC,Delivery Area                                
4551,CALOUNDRA,QLD,CALOUNDRA DC,Delivery Area                                
4551,CALOUNDRA WEST,QLD,CALOUNDRA DC,Delivery Area                                
4551,CURRIMUNDI,QLD,CALOUNDRA DC,Delivery Area                                
4551,DICKY BEACH,QLD,CALOUNDRA DC,Delivery Area                                
4551,GOLDEN BEACH,QLD,CALOUNDRA DC,Delivery Area                                
4551,KINGS BEACH,QLD,CALOUNDRA DC,Delivery Area                                
4551,LITTLE MOUNTAIN,QLD,CALOUNDRA DC,Delivery Area                                
4551,MERIDAN PLAINS,QLD,CALOUNDRA DC,Delivery Area                                
4551,MOFFAT BEACH,QLD,CALOUNDRA DC,Delivery Area                                
4551,PELICAN WATERS,QLD,CALOUNDRA DC,Delivery Area                                
4551,SHELLY BEACH,QLD,CALOUNDRA DC,Delivery Area                                
4552,BALD KNOB,QLD,NAMBOUR DC,Delivery Area                                
4552,BALMORAL RIDGE,QLD,NAMBOUR DC,Delivery Area                                
4552,BOOROOBIN,QLD,NAMBOUR DC,Delivery Area                                
4552,CAMBROON,QLD,NAMBOUR DC,Delivery Area                                
4552,CONONDALE,QLD,NAMBOUR DC,Delivery Area                                
4552,CRYSTAL WATERS,QLD,MALENY,Delivery Area                                
4552,CURRAMORE,QLD,NAMBOUR DC,Delivery Area                                
4552,ELAMAN CREEK,QLD,NAMBOUR DC,Delivery Area                                
4552,HARPER CREEK,QLD,NAMBOUR DC,Delivery Area                                
4552,MALENY,QLD,NAMBOUR DC,Delivery Area                                
4552,NORTH MALENY,QLD,NAMBOUR DC,Delivery Area                                
4552,REESVILLE,QLD,NAMBOUR DC,Delivery Area                                
4552,WITTA,QLD,NAMBOUR DC,Delivery Area                                
4552,WOOTHA,QLD,NAMBOUR DC,Delivery Area                                
4553,DIAMOND VALLEY,QLD,MOOLOOLAH -LPO,Delivery Area                                
4553,GLENVIEW,QLD,MOOLOOLAH -LPO,Delivery Area                                
4553,MOOLOOLAH,QLD,MOOLOOLAH -LPO,Delivery Area                                
4553,MOOLOOLAH VALLEY,QLD,MOOLOOLAH -LPO,Delivery Area                                
4553,PALMVIEW,QLD,MOOLOOLAH -LPO,Delivery Area                                
4554,EUDLO,QLD,EUDLO-LPO,Delivery Area                                
4554,ILKLEY,QLD,EUDLO-LPO,Delivery Area                                
4555,CHEVALLUM,QLD,NAMBOUR DC,Delivery Area                                
4555,HUNCHY,QLD,NAMBOUR DC,Delivery Area                                
4555,LANDERS SHOOT,QLD,NAMBOUR DC,Delivery Area                                
4555,PALMWOODS,QLD,NAMBOUR DC,Delivery Area                                
4556,BUDERIM,QLD,MAROOCHYDORE DC,Delivery Area                                
4556,FOREST GLEN,QLD,MAROOCHYDORE DC,Delivery Area                                
4556,KUNDA PARK,QLD,MAROOCHYDORE DC,Delivery Area                                
4556,MONS,QLD,MAROOCHYDORE DC,Delivery Area                                
4556,SIPPY DOWNS,QLD,MAROOCHYDORE DC,Delivery Area                                
4556,TANAWHA,QLD,MAROOCHYDORE DC,Delivery Area                                
4557,MOOLOOLABA,QLD,MAROOCHYDORE DC,Delivery Area                                
4557,MOUNTAIN CREEK,QLD,MAROOCHYDORE DC,Delivery Area                                
4558,COTTON TREE,QLD,MAROOCHYDORE DC,Delivery Area                                
4558,KULUIN,QLD,MAROOCHYDORE DC,Delivery Area                                
4558,MAROOCHYDORE,QLD,MAROOCHYDORE DC,Delivery Area                                
4558,SUNSHINE PLAZA,QLD,MAROOCHYDORE DC,Delivery Area                                
4559,DIDDILLIBAH,QLD,NAMBOUR DC,Delivery Area                                
4559,KIELS MOUNTAIN,QLD,NAMBOUR DC,Delivery Area                                
4559,WEST WOOMBYE,QLD,NAMBOUR DC,Delivery Area                                
4559,WOOMBYE,QLD,NAMBOUR DC,Delivery Area                                
4560,BLI BLI,QLD,NAMBOUR DC,Delivery Area                                
4560,BURNSIDE,QLD,NAMBOUR DC,Delivery Area                                
4560,COES CREEK,QLD,NAMBOUR DC,Delivery Area                                
4560,COOLOOLABIN,QLD,NAMBOUR DC,Delivery Area                                
4560,DULONG,QLD,NAMBOUR DC,Delivery Area                                
4560,FLAXTON,QLD,NAMBOUR DC,Delivery Area                                
4560,HIGHWORTH,QLD,NAMBOUR DC,Delivery Area                                
4560,IMAGE FLAT,QLD,NAMBOUR DC,Delivery Area                                
4560,KIAMBA,QLD,NAMBOUR DC,Delivery Area                                
4560,KULANGOOR,QLD,NAMBOUR DC,Delivery Area                                
4560,KUREELPA,QLD,NAMBOUR DC,Delivery Area                                
4560,MAPLETON,QLD,NAMBOUR DC,Delivery Area                                
4560,MONTVILLE,QLD,NAMBOUR DC,Delivery Area                                
4560,NAMBOUR,QLD,NAMBOUR DC,Delivery Area                                
4560,NAMBOUR WEST,QLD,NAMBOUR DC,Delivery Area                                
4560,PARKLANDS,QLD,NAMBOUR DC,Delivery Area                                
4560,PERWILLOWEN,QLD,NAMBOUR DC,Delivery Area                                
4560,ROSEMOUNT,QLD,NAMBOUR DC,Delivery Area                                
4560,TOWEN MOUNTAIN,QLD,NAMBOUR DC,Delivery Area                                
4561,BRIDGES,QLD,NAMBOUR DC,Delivery Area                                
4561,MAROOCHY RIVER,QLD,NAMBOUR DC,Delivery Area                                
4561,NINDERRY,QLD,NAMBOUR DC,Delivery Area                                
4561,NORTH ARM,QLD,NAMBOUR DC,Delivery Area                                
4561,VALDORA,QLD,NAMBOUR DC,Delivery Area                                
4561,YANDINA,QLD,NAMBOUR DC,Delivery Area                                
4561,YANDINA CREEK,QLD,NAMBOUR DC,Delivery Area                                
4562,BELLI PARK,QLD,NOOSAVILLE DC,Delivery Area                                
4562,DOONAN,QLD,NOOSAVILLE DC,Delivery Area                                
4562,EERWAH VALE,QLD,NOOSAVILLE DC,Delivery Area                                
4562,EUMUNDI,QLD,NOOSAVILLE DC,Delivery Area                                
4562,VERRIERDALE,QLD,NOOSAVILLE DC,Delivery Area                                
4562,WEYBA DOWNS,QLD,NOOSAVILLE DC,Delivery Area                                
4563,BLACK MOUNTAIN,QLD,NOOSAVILLE DC,Delivery Area                                
4563,CARTERS RIDGE,QLD,NOOSAVILLE DC,Delivery Area                                
4563,COOROY,QLD,NOOSAVILLE DC,Delivery Area                                
4563,COOROY MOUNTAIN,QLD,NOOSAVILLE DC,Delivery Area                                
4563,LAKE MACDONALD,QLD,NOOSAVILLE DC,Delivery Area                                
4563,RIDGEWOOD,QLD,NOOSAVILLE DC,Delivery Area                                
4563,TINBEERWAH,QLD,NOOSAVILLE DC,Delivery Area                                
4564,MARCOOLA,QLD,MAROOCHYDORE DC,Delivery Area                                
4564,MUDJIMBA,QLD,MAROOCHYDORE DC,Delivery Area                                
4564,PACIFIC PARADISE,QLD,MAROOCHYDORE DC,Delivery Area                                
4564,TWIN WATERS,QLD,MAROOCHYDORE DC,Delivery Area                                
4565,BOREEN POINT,QLD,NOOSAVILLE DC,Delivery Area                                
4565,COOROIBAH,QLD,NOOSAVILLE DC,Delivery Area                                
4565,COOTHARABA,QLD,NOOSAVILLE DC,Delivery Area                                
4565,NOOSA NORTH SHORE,QLD,NOOSAVILLE DC,Delivery Area                                
4565,RINGTAIL CREEK,QLD,NOOSAVILLE DC,Delivery Area                                
4565,TEWANTIN,QLD,NOOSAVILLE DC,Delivery Area                                
4566,NOOSAVILLE,QLD,NOOSAVILLE DC,Delivery Area                                
4567,CASTAWAYS BEACH,QLD,NOOSAVILLE DC,Delivery Area                                
4567,NOOSA HEADS,QLD,NOOSAVILLE DC,Delivery Area                                
4567,SUNRISE BEACH,QLD,NOOSAVILLE DC,Delivery Area                                
4567,SUNSHINE BEACH,QLD,NOOSAVILLE DC,Delivery Area                                
4568,PINBARREN,QLD,POMONA - LPO,Delivery Area                                
4568,POMONA,QLD,POMONA - LPO,Delivery Area                                
4569,COORAN,QLD,POMONA - LPO,Delivery Area                                
4570,AMAMOOR,QLD,GYMPIE DC,Delivery Area                                
4570,AMAMOOR CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,ANDERLEIGH,QLD,GYMPIE DC,Delivery Area                                
4570,ARALUEN,QLD,GYMPIE DC,Delivery Area                                
4570,BANKS POCKET,QLD,GYMPIE DC,Delivery Area                                
4570,BEENAAM VALLEY,QLD,GYMPIE DC,Delivery Area                                
4570,BELLA CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,BELLS BRIDGE,QLD,GYMPIE DC,Delivery Area                                
4570,BOLLIER,QLD,GYMPIE DC,Delivery Area                                
4570,BROOLOO,QLD,GYMPIE DC,Delivery Area                                
4570,CALGOA,QLD,GYMPIE DC,Delivery Area                                
4570,CALICO CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,CANINA,QLD,GYMPIE DC,Delivery Area                                
4570,CEDAR POCKET,QLD,GYMPIE DC,Delivery Area                                
4570,CHATSWORTH,QLD,GYMPIE DC,Delivery Area                                
4570,COLES CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,COONDOO,QLD,GYMPIE DC,Delivery Area                                
4570,CORELLA,QLD,GYMPIE DC,Delivery Area                                
4570,CURRA,QLD,GYMPIE DC,Delivery Area                                
4570,DAGUN,QLD,GYMPIE DC,Delivery Area                                
4570,DOWNSFIELD,QLD,GYMPIE DC,Delivery Area                                
4570,EAST DEEP CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,FISHERMANS POCKET,QLD,GYMPIE DC,Delivery Area                                
4570,GILLDORA,QLD,GYMPIE DC,Delivery Area                                
4570,GLANMIRE,QLD,GYMPIE DC,Delivery Area                                
4570,GLASTONBURY,QLD,GYMPIE DC,Delivery Area                                
4570,GLEN ECHO,QLD,GYMPIE DC,Delivery Area                                
4570,GLENWOOD,QLD,GYMPIE DC,Delivery Area                                
4570,GOOMBOORIAN,QLD,GYMPIE DC,Delivery Area                                
4570,GREENS CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,GUNALDA,QLD,GYMPIE DC,Delivery Area                                
4570,GYMPIE,QLD,GYMPIE DC,Delivery Area                                
4570,IMBIL,QLD,GYMPIE DC,Delivery Area                                
4570,JONES HILL,QLD,GYMPIE DC,Delivery Area                                
4570,KANDANGA,QLD,GYMPIE DC,Delivery Area                                
4570,KANDANGA CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,KANIGAN,QLD,GYMPIE DC,Delivery Area                                
4570,KIA ORA,QLD,GYMPIE DC,Delivery Area                                
4570,KYBONG,QLD,GYMPIE DC,Delivery Area                                
4570,LAGOON POCKET,QLD,GYMPIE DC,Delivery Area                                
4570,LAKE BORUMBA,QLD,GYMPIE DC,Delivery Area                                
4570,LANGSHAW,QLD,GYMPIE DC,Delivery Area                                
4570,LONG FLAT,QLD,GYMPIE DC,Delivery Area                                
4570,LOWER WONGA,QLD,GYMPIE DC,Delivery Area                                
4570,MARODIAN,QLD,GYMPIE DC,Delivery Area                                
4570,MARYS CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,MCINTOSH CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,MELAWONDI,QLD,GYMPIE DC,Delivery Area                                
4570,MIVA,QLD,GYMPIE DC,Delivery Area                                
4570,MONKLAND,QLD,GYMPIE DC,Delivery Area                                
4570,MOOLOO,QLD,GYMPIE DC,Delivery Area                                
4570,MOTHAR MOUNTAIN,QLD,GYMPIE DC,Delivery Area                                
4570,MUNNA CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,NAHRUNDA,QLD,GYMPIE DC,Delivery Area                                
4570,NEERDIE,QLD,GYMPIE DC,Delivery Area                                
4570,NEUSA VALE,QLD,GYMPIE DC,Delivery Area                                
4570,NORTH DEEP CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,PATERSON,QLD,GYMPIE DC,Delivery Area                                
4570,PIE CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,ROSS CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,SCOTCHY POCKET,QLD,GYMPIE DC,Delivery Area                                
4570,SCRUBBY CREEK,QLD,GYMPIE DC,Delivery Area                                
4570,SEXTON,QLD,GYMPIE DC,Delivery Area                                
4570,SOUTHSIDE,QLD,GYMPIE DC,Delivery Area                                
4570,ST MARY,QLD,GYMPIE DC,Delivery Area                                
4570,TAMAREE,QLD,GYMPIE DC,Delivery Area                                
4570,TANDUR,QLD,GYMPIE DC,Delivery Area                                
4570,THE DAWN,QLD,GYMPIE DC,Delivery Area                                
4570,THE PALMS,QLD,GYMPIE DC,Delivery Area                                
4570,THEEBINE,QLD,GYMPIE DC,Delivery Area                                
4570,TOOLARA FOREST,QLD,GYMPIE DC,Delivery Area                                
4570,TRAVESTON,QLD,GYMPIE DC,Delivery Area                                
4570,TUCHEKOI,QLD,GYMPIE DC,Delivery Area                                
4570,TWO MILE,QLD,GYMPIE DC,Delivery Area                                
4570,UPPER GLASTONBURY,QLD,GYMPIE DC,Delivery Area                                
4570,UPPER KANDANGA,QLD,GYMPIE DC,Delivery Area                                
4570,VETERAN,QLD,GYMPIE DC,Delivery Area                                
4570,VICTORY HEIGHTS,QLD,GYMPIE DC,Delivery Area                                
4570,WALLU,QLD,GYMPIE DC,Delivery Area                                
4570,WIDGEE,QLD,GYMPIE DC,Delivery Area                                
4570,WIDGEE CROSSING NORTH,QLD,GYMPIE DC,Delivery Area                                
4570,WIDGEE CROSSING SOUTH,QLD,GYMPIE DC,Delivery Area                                
4570,WILSONS POCKET,QLD,GYMPIE DC,Delivery Area                                
4570,WOLVI,QLD,GYMPIE DC,Delivery Area                                
4570,WOOLOOGA,QLD,GYMPIE DC,Delivery Area                                
4570,WOONDUM,QLD,GYMPIE DC,Delivery Area                                
4571,COMO,QLD,POMONA - LPO,Delivery Area                                
4571,KIN KIN,QLD,POMONA - LPO,Delivery Area                                
4572,ALEXANDRA HEADLAND,QLD,MAROOCHYDORE DC,Delivery Area                                
4573,COOLUM BEACH,QLD,NOOSAVILLE DC,Delivery Area                                
4573,MARCUS BEACH,QLD,NOOSAVILLE DC,Delivery Area                                
4573,MOUNT COOLUM,QLD,NOOSAVILLE DC,Delivery Area                                
4573,PEREGIAN BEACH,QLD,NOOSAVILLE DC,Delivery Area                                
4573,PEREGIAN BEACH SOUTH,QLD,NOOSAVILLE DC,Delivery Area                                
4573,PEREGIAN SPRINGS,QLD,NOOSAVILLE DC,Delivery Area                                
4573,POINT ARKWRIGHT,QLD,NOOSAVILLE DC,Delivery Area                                
4573,YAROOMBA,QLD,NOOSAVILLE DC,Delivery Area                                
4574,COOLABINE,QLD,KENILWORTH - LPO,Delivery Area                                
4574,GHEERULLA,QLD,KENILWORTH - LPO,Delivery Area                                
4574,KENILWORTH,QLD,KENILWORTH - LPO,Delivery Area                                
4574,KIDAMAN CREEK,QLD,KENILWORTH - LPO,Delivery Area                                
4574,MOY POCKET,QLD,KENILWORTH - LPO,Delivery Area                                
4574,OBI OBI,QLD,KENILWORTH - LPO,Delivery Area                                
4575,BIRTINYA,QLD,CALOUNDRA DC,Delivery Area                                
4575,BOKARINA,QLD,CALOUNDRA DC,Delivery Area                                
4575,BUDDINA,QLD,CALOUNDRA DC,Delivery Area                                
4575,MINYAMA,QLD,CALOUNDRA DC,Delivery Area                                
4575,PARREARRA,QLD,CALOUNDRA DC,Delivery Area                                
4575,WARANA,QLD,CALOUNDRA DC,Delivery Area                                
4575,WURTULLA,QLD,CALOUNDRA DC,Delivery Area                                
4580,COOLOOLA,QLD,TIN CAN BAY - LPO,Delivery Area                                
4580,COOLOOLA COVE,QLD,TIN CAN BAY - LPO,Delivery Area                                
4580,TIN CAN BAY,QLD,TIN CAN BAY - LPO,Delivery Area                                
4581,EURONG,QLD,RAINBOW BEACH - LPO,Delivery Area                                
4581,FRASER ISLAND,QLD,RAINBOW BEACH - LPO,Delivery Area                                
4581,INSKIP,QLD,RAINBOW BEACH - LPO,Delivery Area                                
4581,ORCHID BEACH,QLD,RAINBOW BEACH - LPO,Delivery Area                                
4581,RAINBOW BEACH,QLD,RAINBOW BEACH - LPO,Delivery Area                                
4600,BLACK SNAKE,QLD,KILKIVAN-LPO,Delivery Area                                
4600,CINNABAR,QLD,KILKIVAN-LPO,Delivery Area                                
4600,KILKIVAN,QLD,KILKIVAN-LPO,Delivery Area                                
4600,MUDLO,QLD,KILKIVAN-LPO,Delivery Area                                
4600,OAKVIEW,QLD,KILKIVAN-LPO,Delivery Area                                
4601,BARAMBAH,QLD,GOOMERI - LPO,Delivery Area                                
4601,BOONARA,QLD,GOOMERI - LPO,Delivery Area                                
4601,BOOUBYJAN,QLD,GOOMERI - LPO,Delivery Area                                
4601,GOOMERI,QLD,GOOMERI - LPO,Delivery Area                                
4601,GOOMERIBONG,QLD,GOOMERI - LPO,Delivery Area                                
4601,KINBOMBI,QLD,GOOMERI - LPO,Delivery Area                                
4601,MANUMBAR,QLD,GOOMERI - LPO,Delivery Area                                
4601,MANYUNG,QLD,GOOMERI - LPO,Delivery Area                                
4601,TANSEY,QLD,GOOMERI - LPO,Delivery Area                                
4601,WRATTENS FOREST,QLD,GOOMERI - LPO,Delivery Area                                
4605,BARLIL,QLD,MURGON LPO,Delivery Area                                
4605,BYEE,QLD,MURGON LPO,Delivery Area                                
4605,CHERBOURG,QLD,MURGON LPO,Delivery Area                                
4605,CLOYNA,QLD,MURGON LPO,Delivery Area                                
4605,COBBS HILL,QLD,MURGON LPO,Delivery Area                                
4605,CROWNTHORPE,QLD,MURGON LPO,Delivery Area                                
4605,GLENROCK,QLD,MURGON LPO,Delivery Area                                
4605,KITOBA,QLD,MURGON LPO,Delivery Area                                
4605,MERLWOOD,QLD,MURGON LPO,Delivery Area                                
4605,MOFFATDALE,QLD,MURGON LPO,Delivery Area                                
4605,MOONDOONER,QLD,MURGON LPO,Delivery Area                                
4605,MURGON,QLD,MURGON LPO,Delivery Area                                
4605,OAKDALE,QLD,MURGON LPO,Delivery Area                                
4605,REDGATE,QLD,MURGON LPO,Delivery Area                                
4605,SILVERLEAF,QLD,MURGON LPO,Delivery Area                                
4605,SUNNY NOOK,QLD,MURGON LPO,Delivery Area                                
4605,TABLELANDS,QLD,MURGON LPO,Delivery Area                                
4605,WARNUNG,QLD,MURGON LPO,Delivery Area                                
4605,WINDERA,QLD,MURGON LPO,Delivery Area                                
4605,WOOROONDEN,QLD,MURGON LPO,Delivery Area                                
4606,CHELMSFORD,QLD,WONDAI-LPO,Delivery Area                                
4606,FAIRDALE,QLD,WONDAI-LPO,Delivery Area                                
4606,FICKS CROSSING,QLD,WONDAI-LPO,Delivery Area                                
4606,GREENVIEW,QLD,WONDAI-LPO,Delivery Area                                
4606,LEAFDALE,QLD,WONDAI-LPO,Delivery Area                                
4606,MOUNT MCEUEN,QLD,WONDAI-LPO,Delivery Area                                
4606,MP CREEK,QLD,WONDAI-LPO,Delivery Area                                
4606,WHEATLANDS,QLD,WONDAI-LPO,Delivery Area                                
4606,WONDAI,QLD,WONDAI-LPO,Delivery Area                                
4608,CHARLESTOWN,QLD,WONDAI-LPO,Delivery Area                                
4608,CUSHNIE,QLD,WOOROOLIN - LPO,Delivery Area                                
4608,TINGOORA,QLD,WOOROOLIN - LPO,Delivery Area                                
4608,WILKESDALE,QLD,WOOROOLIN - LPO,Delivery Area                                
4608,WOOROOLIN,QLD,WOOROOLIN - LPO,Delivery Area                                
4610,ALICE CREEK,QLD,KINGAROY DC,Delivery Area                                
4610,BALLOGIE,QLD,KINGAROY DC,Delivery Area                                
4610,BENAIR,QLD,KINGAROY DC,Delivery Area                                
4610,BOOIE,QLD,KINGAROY DC,Delivery Area                                
4610,BOONENNE,QLD,KINGAROY DC,Delivery Area                                
4610,BOYNESIDE,QLD,KINGAROY DC,Delivery Area                                
4610,CHAHPINGAH,QLD,KINGAROY DC,Delivery Area                                
4610,COOLABUNIA,QLD,KINGAROY DC,Delivery Area                                
4610,CORNDALE,QLD,KINGAROY DC,Delivery Area                                
4610,CRAWFORD,QLD,KINGAROY DC,Delivery Area                                
