postcode,suburb,state,dc,type
4610,DANGORE,QLD,KINGAROY DC,Delivery Area                                
4610,DURONG,QLD,KINGAROY DC,Delivery Area                                
4610,DURONG SOUTH,QLD,KINGAROY DC,Delivery Area                                
4610,ELLESMERE,QLD,KINGAROY DC,Delivery Area                                
4610,GOODGER,QLD,KINGAROY DC,Delivery Area                                
4610,GORDONBROOK,QLD,KINGAROY DC,Delivery Area                                
4610,HALY CREEK,QLD,KINGAROY DC,Delivery Area                                
4610,HODGLEIGH,QLD,KINGAROY DC,Delivery Area                                
4610,INVERLAW,QLD,KINGAROY DC,Delivery Area                                
4610,IRONPOT,QLD,KINGAROY DC,Delivery Area                                
4610,KINGAROY,QLD,KINGAROY DC,Delivery Area                                
4610,KUMBIA,QLD,KINGAROY DC,Delivery Area                                
4610,MANNUEM,QLD,KINGAROY DC,Delivery Area                                
4610,MEMERAMBI,QLD,KINGAROY DC,Delivery Area                                
4610,TAABINGA,QLD,KINGAROY DC,Delivery Area                                
4610,WATTLE GROVE,QLD,KINGAROY DC,Delivery Area                                
4611,MARSHLANDS,QLD,WONDAI-LPO,Delivery Area                                
4611,MONDURE,QLD,WONDAI-LPO,Delivery Area                                
4612,HIVESVILLE,QLD,HIVESVILLE CPA,Delivery Area                                
4612,KAWL KAWL,QLD,HIVESVILLE CPA,Delivery Area                                
4612,KEYSLAND,QLD,HIVESVILLE CPA,Delivery Area                                
4612,STONELANDS,QLD,HIVESVILLE CPA,Delivery Area                                
4612,WIGTON,QLD,HIVESVILLE CPA,Delivery Area                                
4613,ABBEYWOOD,QLD,PROSTON - LPO,Delivery Area                                
4613,BOONDOOMA,QLD,PROSTON - LPO,Delivery Area                                
4613,BRIGOODA,QLD,PROSTON - LPO,Delivery Area                                
4613,COVERTY,QLD,PROSTON - LPO,Delivery Area                                
4613,KINLEYMORE,QLD,PROSTON - LPO,Delivery Area                                
4613,MELROSE,QLD,PROSTON - LPO,Delivery Area                                
4613,OKEDEN,QLD,PROSTON - LPO,Delivery Area                                
4613,PROSTON,QLD,PROSTON - LPO,Delivery Area                                
4613,SPEEDWELL,QLD,PROSTON - LPO,Delivery Area                                
4613,STALWORTH,QLD,PROSTON - LPO,Delivery Area                                
4614,NEUMGNA,QLD,YARRAMAN - LPO,Delivery Area                                
4614,UPPER YARRAMAN,QLD,YARRAMAN - LPO,Delivery Area                                
4614,YARRAMAN,QLD,YARRAMAN - LPO,Delivery Area                                
4615,BARKER CREEK FLAT,QLD,NANANGO,Delivery Area                                
4615,BROOKLANDS,QLD,NANANGO,Delivery Area                                
4615,BULLCAMP,QLD,NANANGO,Delivery Area                                
4615,EAST NANANGO,QLD,NANANGO,Delivery Area                                
4615,ELGIN VALE,QLD,NANANGO,Delivery Area                                
4615,GLAN DEVON,QLD,NANANGO,Delivery Area                                
4615,JOHNSTOWN,QLD,NANANGO,Delivery Area                                
4615,KUNIOON,QLD,NANANGO,Delivery Area                                
4615,MAIDENWELL,QLD,NANANGO,Delivery Area                                
4615,NANANGO,QLD,NANANGO,Delivery Area                                
4615,PIMPIMBUDGEE,QLD,NANANGO,Delivery Area                                
4615,RUNNYMEDE,QLD,NANANGO,Delivery Area                                
4615,SANDY RIDGES,QLD,NANANGO,Delivery Area                                
4615,SOUTH EAST NANANGO,QLD,NANANGO,Delivery Area                                
4615,SOUTH NANANGO,QLD,NANANGO,Delivery Area                                
4615,TARONG,QLD,NANANGO,Delivery Area                                
4615,WATTLE CAMP,QLD,NANANGO,Delivery Area                                
4615,WENGENVILLE,QLD,NANANGO,Delivery Area                                
4615,WYALLA,QLD,NANANGO,Delivery Area                                
4620,ARAMARA,QLD,MARYBOROUGH DC,Delivery Area                                
4620,BROOWEENA,QLD,MARYBOROUGH DC,Delivery Area                                
4620,DOONGUL,QLD,MARYBOROUGH DC,Delivery Area                                
4620,GIGOOMGAN,QLD,MARYBOROUGH DC,Delivery Area                                
4620,GLENBAR,QLD,MARYBOROUGH DC,Delivery Area                                
4620,GUNGALOON,QLD,MARYBOROUGH DC,Delivery Area                                
4620,MALARGA,QLD,MARYBOROUGH DC,Delivery Area                                
4620,NORTH ARAMARA,QLD,MARYBOROUGH DC,Delivery Area                                
4620,TEEBAR,QLD,MARYBOROUGH DC,Delivery Area                                
4620,WOOCOO,QLD,MARYBOROUGH DC,Delivery Area                                
4621,BIGGENDEN,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,BOOMPA,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,COALSTOUN LAKES,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,CORINGA,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,DALLARNIL,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,DEGILBO,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,DIDCOT,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,GOLDEN FLEECE,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,LAKESIDE,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,WATERANGA,QLD,BIGGENDEN - LPO,Delivery Area                                
4621,WOOWOONGA,QLD,BIGGENDEN - LPO,Delivery Area                                
4625,ARANBANGA,QLD,GAYNDAH LPO,Delivery Area                                
4625,BAN BAN,QLD,GAYNDAH LPO,Delivery Area                                
4625,BAN BAN SPRINGS,QLD,GAYNDAH LPO,Delivery Area                                
4625,BARLYNE,QLD,GAYNDAH LPO,Delivery Area                                
4625,BINJOUR,QLD,GAYNDAH LPO,Delivery Area                                
4625,BLAIRMORE,QLD,GAYNDAH LPO,Delivery Area                                
4625,BON ACCORD,QLD,GAYNDAH LPO,Delivery Area                                
4625,BRANCH CREEK,QLD,GAYNDAH LPO,Delivery Area                                
4625,BYRNESTOWN,QLD,GAYNDAH LPO,Delivery Area                                
4625,CAMPBELL CREEK,QLD,GAYNDAH LPO,Delivery Area                                
4625,DEEP CREEK,QLD,GAYNDAH LPO,Delivery Area                                
4625,DIRNBIR,QLD,GAYNDAH LPO,Delivery Area                                
4625,DUNDARRAH,QLD,GAYNDAH LPO,Delivery Area                                
4625,GAYNDAH,QLD,GAYNDAH LPO,Delivery Area                                
4625,GINOONDAN,QLD,GAYNDAH LPO,Delivery Area                                
4625,GOOROOLBA,QLD,GAYNDAH LPO,Delivery Area                                
4625,HARRIET,QLD,GAYNDAH LPO,Delivery Area                                
4625,HUMPHERY,QLD,GAYNDAH LPO,Delivery Area                                
4625,IDERAWAY,QLD,GAYNDAH LPO,Delivery Area                                
4625,MINGO,QLD,GAYNDAH LPO,Delivery Area                                
4625,MOUNT DEBATEABLE,QLD,GAYNDAH LPO,Delivery Area                                
4625,MOUNT LAWLESS,QLD,GAYNDAH LPO,Delivery Area                                
4625,PENWHAUPELL,QLD,GAYNDAH LPO,Delivery Area                                
4625,PILE GULLY,QLD,GAYNDAH LPO,Delivery Area                                
4625,REIDS CREEK,QLD,GAYNDAH LPO,Delivery Area                                
4625,STOCKHAVEN,QLD,GAYNDAH LPO,Delivery Area                                
4625,THE LIMITS,QLD,GAYNDAH LPO,Delivery Area                                
4625,TOONDAHRA,QLD,GAYNDAH LPO,Delivery Area                                
4625,WAHOON,QLD,GAYNDAH LPO,Delivery Area                                
4625,WETHERON,QLD,GAYNDAH LPO,Delivery Area                                
4625,WILSON VALLEY,QLD,GAYNDAH LPO,Delivery Area                                
4625,WOODMILLAR,QLD,GAYNDAH LPO,Delivery Area                                
4625,YENDA,QLD,GAYNDAH LPO,Delivery Area                                
4626,BEERON,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,BOYNEWOOD,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,BROVINIA,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,CATTLE CREEK,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,COONAMBULA,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,DERRI DERRA,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,DYKEHEAD,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,GLENRAE,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,GURGEENA,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,HAWKWOOD,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,MONOGORILBY,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,MUNDOWRAN,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,MUNDUBBERA,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,O'BIL BIL,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,OLD COORANGA,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,PHILPOTT,QLD,MUNDUBBERA LPO,Delivery Area                                
4626,RIVERLEIGH,QLD,MUNDUBBERA LPO,Delivery Area                                
4627,ABERCORN,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,CERATODUS,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,CHELTENHAM,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,CYNTHIA,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,EIDSVOLD,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,EIDSVOLD EAST,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,EIDSVOLD WEST,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,GROSVENOR,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,MALMOE,QLD,EIDSVOLD - LPO,Delivery Area                                
4627,WURUMA DAM,QLD,EIDSVOLD - LPO,Delivery Area                                
4630,BANCROFT,QLD,MONTO LPO,Delivery Area                                
4630,BUKALI,QLD,MONTO LPO,Delivery Area                                
4630,CANIA,QLD,MONTO LPO,Delivery Area                                
4630,CANNINDAH,QLD,MONTO LPO,Delivery Area                                
4630,COOMINGLAH,QLD,MONTO LPO,Delivery Area                                
4630,COOMINGLAH FOREST,QLD,MONTO LPO,Delivery Area                                
4630,DALGA,QLD,MONTO LPO,Delivery Area                                
4630,GLENLEIGH,QLD,MONTO LPO,Delivery Area                                
4630,HARRAMI,QLD,MONTO LPO,Delivery Area                                
4630,KALPOWAR,QLD,MONTO LPO,Delivery Area                                
4630,KAPALDO,QLD,MONTO LPO,Delivery Area                                
4630,LANGLEY,QLD,MONTO LPO,Delivery Area                                
4630,MONAL,QLD,MONTO LPO,Delivery Area                                
4630,MONTO,QLD,MONTO LPO,Delivery Area                                
4630,MOONFORD,QLD,MONTO LPO,Delivery Area                                
4630,MULGILDIE,QLD,MONTO LPO,Delivery Area                                
4630,MUNGUNGO,QLD,MONTO LPO,Delivery Area                                
4630,RAWBELLE,QLD,MONTO LPO,Delivery Area                                
4630,SELENE,QLD,MONTO LPO,Delivery Area                                
4630,SPLINTER CREEK,QLD,MONTO LPO,Delivery Area                                
4630,TELLEBANG,QLD,MONTO LPO,Delivery Area                                
4630,THREE MOON,QLD,MONTO LPO,Delivery Area                                
4630,VENTNOR,QLD,MONTO LPO,Delivery Area                                
4630,YARROL,QLD,MONTO LPO,Delivery Area                                
4650,ALDERSHOT,QLD,MARYBOROUGH DC,Delivery Area                                
4650,ANTIGUA,QLD,MARYBOROUGH DC,Delivery Area                                
4650,BAUPLE,QLD,MARYBOROUGH DC,Delivery Area                                
4650,BAUPLE FOREST,QLD,MARYBOROUGH DC,Delivery Area                                
4650,BEAVER ROCK,QLD,MARYBOROUGH DC,Delivery Area                                
4650,BIDWILL,QLD,MARYBOROUGH DC,Delivery Area                                
4650,BOONOOROO,QLD,MARYBOROUGH DC,Delivery Area                                
4650,BOONOOROO PLAINS,QLD,MARYBOROUGH DC,Delivery Area                                
4650,DUCKINWILLA,QLD,MARYBOROUGH DC,Delivery Area                                
4650,DUNDATHU,QLD,MARYBOROUGH DC,Delivery Area                                
4650,DUNMORA,QLD,MARYBOROUGH DC,Delivery Area                                
4650,FERNEY,QLD,MARYBOROUGH DC,Delivery Area                                
4650,GLENORCHY,QLD,MARYBOROUGH DC,Delivery Area                                
4650,GOOTCHIE,QLD,MARYBOROUGH DC,Delivery Area                                
4650,GRAHAMS CREEK,QLD,MARYBOROUGH DC,Delivery Area                                
4650,GRANVILLE,QLD,MARYBOROUGH DC,Delivery Area                                
4650,GUNDIAH,QLD,MARYBOROUGH DC,Delivery Area                                
4650,ISLAND PLANTATION,QLD,MARYBOROUGH DC,Delivery Area                                
4650,MAAROOM,QLD,MARYBOROUGH DC,Delivery Area                                
